Date,GLD,TLT,XLE,XLF,XLK,XLP,XLV
2010-01-04,109.80000305175781,56.98406982421875,17.529258728027344,9.019770622253418,9.404687881469727,17.487051010131836,24.186006546020508
2010-01-05,109.69999694824219,57.35213088989258,17.672325134277344,9.185553550720215,9.392561912536621,17.49361228942871,23.94881248474121
2010-01-06,111.51000213623047,56.58434295654297,17.883955001831055,9.203972816467285,9.287481307983398,17.480493545532227,24.193662643432617
2010-01-07,110.81999969482422,56.679527282714844,17.85712432861328,9.400456428527832,9.251104354858398,17.480493545532227,24.27782440185547
2010-01-08,111.37000274658203,56.65415573120117,17.973371505737305,9.345191955566406,9.311727523803711,17.421485900878906,24.316083908081055
2010-01-11,112.8499984741211,56.34321594238281,17.94952964782715,9.351332664489746,9.275359153747559,17.467382431030273,24.45380210876465
2010-01-12,110.48999786376953,57.30762481689453,17.690210342407227,9.216251373291016,9.174315452575684,17.565732955932617,24.27782440185547
2010-01-13,111.54000091552734,56.6414794921875,17.755783081054688,9.320636749267578,9.263233184814453,17.690317153930664,24.59917640686035
2010-01-14,112.02999877929688,57.43459701538086,17.806453704833984,9.363616943359375,9.287481307983398,17.637859344482422,24.82106590270996
2010-01-15,110.86000061035156,57.78990173339844,17.663387298583984,9.173271179199219,9.15815258026123,17.552614212036133,24.65273666381836
2010-01-19,111.5199966430664,57.62491989135742,17.8243408203125,9.289931297302246,9.315773010253906,17.657533645629883,25.249553680419922
2010-01-20,108.94000244140625,58.20865249633789,17.547142028808594,9.265371322631836,9.16623306274414,17.526395797729492,25.035308837890625
2010-01-21,107.37000274658203,58.47515106201172,17.189456939697266,9.001352310180664,9.06923770904541,17.277233123779297,24.49205207824707
2010-01-22,107.16999816894531,58.37363815307617,16.78110694885254,8.706624031066895,8.753997802734375,17.23789405822754,24.22426986694336
2010-01-25,107.4800033569336,58.107112884521484,16.891389846801758,8.755744934082031,8.826746940612793,17.270675659179688,24.22426986694336
2010-01-26,107.55999755859375,58.12615966796875,16.784090042114258,8.602245330810547,8.802497863769531,17.251008987426758,24.086536407470703
2010-01-27,106.52999877929688,58.09440612792969,16.718517303466797,8.811009407043457,8.875246047973633,17.290346145629883,24.254867553710938
2010-01-28,106.4800033569336,58.062744140625,16.54265785217285,8.768026351928711,8.62062931060791,17.24445152282715,24.101835250854492
2010-01-29,105.95999908447266,58.57033157348633,16.244590759277344,8.706624031066895,8.471087455749512,17.178884506225586,23.933513641357422
2010-02-01,108.3499984741211,58.038665771484375,16.78110694885254,8.853984832763672,8.568085670471191,17.310026168823242,24.07123374938965
2010-02-02,109.12999725341797,58.204185485839844,17.00168228149414,8.939950942993164,8.652960777282715,17.559179306030273,24.568571090698242
2010-02-03,108.69999694824219,57.52923583984375,16.85562515258789,8.841708183288574,8.673165321350098,17.43459129333496,24.23956871032715
2010-02-04,104.37000274658203,58.43979263305664,16.164113998413086,8.46102237701416,8.43067455291748,17.08053207397461,23.627458572387695
2010-02-05,104.68000030517578,58.56714630126953,16.16709327697754,8.55926513671875,8.515546798706055,17.034631729125977,23.589197158813477
2010-02-08,104.04000091552734,58.64354705810547,16.018068313598633,8.38734245300293,8.47917652130127,17.01496696472168,23.474424362182617
2010-02-09,105.41000366210938,58.05775451660156,16.354873657226562,8.473302841186523,8.551918983459473,17.21822166442871,23.658061981201172
2010-02-10,105.12000274658203,57.50374984741211,16.28632164001465,8.540843963623047,8.52767276763916,17.19855499267578,23.512693405151367
2010-02-11,107.12999725341797,57.19178771972656,16.563520431518555,8.55926513671875,8.616585731506348,17.336240768432617,23.673364639282227
2010-02-12,107.04000091552734,57.4273567199707,16.56948471069336,8.565403938293457,8.632752418518066,17.336240768432617,23.61980438232422
2010-02-16,109.62000274658203,57.53562927246094,16.95995330810547,8.743465423583984,8.762080192565918,17.51327896118164,23.82638931274414
2010-02-17,109.25,56.87977981567383,16.936107635498047,8.774168014526367,8.78632926940918,17.637859344482422,24.010021209716797
2010-02-18,109.9800033569336,56.650543212890625,17.03148651123047,8.829431533813477,8.842909812927246,17.742769241333008,24.124794006347656
2010-02-19,109.47000122070312,56.956214904785156,17.09705352783203,8.878549575805664,8.818662643432617,17.782108306884766,24.124794006347656
2010-02-22,109.06999969482422,56.72062301635742,16.86158561706543,8.995209693908691,8.802497863769531,17.782108306884766,24.055936813354492
2010-02-23,107.88999938964844,57.60567092895508,16.58139991760254,8.829431533813477,8.693374633789062,17.68375587463379,23.82638931274414
2010-02-24,107.36000061035156,57.74574279785156,16.685728073120117,8.982930183410645,8.77824592590332,17.795217514038086,24.002370834350586
2010-02-25,108.30999755859375,58.07048416137695,16.694673538208008,8.95837116241455,8.753997802734375,17.808334350585938,24.01767349243164
2010-02-26,109.43000030517578,58.369720458984375,16.733427047729492,9.013626098632812,8.766122817993164,17.723093032836914,24.02532386779785
2010-03-01,109.43000030517578,58.344207763671875,16.88841438293457,9.038189888000488,8.879286766052246,17.847679138183594,24.254867553710938
2010-03-02,111.0199966430664,58.2675895690918,17.02849769592285,9.068888664245605,8.867159843444824,17.913244247436523,24.339033126831055
2010-03-03,111.62999725341797,58.12062072753906,17.103023529052734,9.075030326843262,8.871203422546387,17.919801712036133,24.23956871032715
2010-03-04,110.83000183105469,58.4272575378418,17.01359748840332,9.167130470275879,8.907578468322754,17.978811264038086,24.16305923461914
2010-03-05,110.80999755859375,57.66071319580078,17.332536697387695,9.345191955566406,9.016703605651855,18.09027862548828,24.49970817565918
2010-03-08,109.87999725341797,57.36050796508789,17.305702209472656,9.363616943359375,9.065199851989746,18.02471351623535,24.354341506958008
2010-03-09,109.72000122070312,57.37328338623047,17.305702209472656,9.394315719604492,9.105615615844727,17.99848175048828,24.339033126831055
2010-03-10,108.47000122070312,57.22636032104492,17.457719802856445,9.498697280883789,9.16623306274414,17.972251892089844,24.354341506958008
2010-03-11,108.5999984741211,57.43719482421875,17.427915573120117,9.578521728515625,9.202608108520508,18.00503921508789,24.545625686645508
2010-03-12,107.94999694824219,57.79490280151367,17.436853408813477,9.541677474975586,9.194525718688965,18.018152236938477,24.36199188232422
2010-03-15,108.36000061035156,57.71823501586914,17.258020401000977,9.541677474975586,9.186447143554688,18.155841827392578,24.522666931152344
2010-03-16,110.4000015258789,58.178123474121094,17.41301155090332,9.658336639404297,9.255148887634277,18.2410888671875,24.591535568237305
2010-03-17,109.58999633789062,58.4272575378418,17.603769302368164,9.774993896484375,9.283438682556152,18.31976890563965,24.59917640686035
2010-03-18,110.33999633789062,58.235599517822266,17.341472625732422,9.719738006591797,9.29556655883789,18.33943748474121,24.76750946044922
2010-03-19,108.27999877929688,58.2930908203125,17.13298988342285,9.65573787689209,9.240020751953125,18.285449981689453,24.758298873901367
2010-03-22,107.75,58.35694885253906,17.088123321533203,9.704971313476562,9.308941841125488,18.377628326416016,24.919513702392578
2010-03-23,108.31999969482422,58.082298278808594,17.153928756713867,9.784971237182617,9.39814281463623,18.522493362426758,25.042346954345703
2010-03-24,106.30000305175781,57.0219841003418,17.055225372314453,9.791126251220703,9.353541374206543,18.390798568725586,24.773653030395508
2010-03-25,106.77999877929688,56.657901763916016,16.768083572387695,9.834205627441406,9.369760513305664,18.364459991455078,24.673851013183594
2010-03-26,108.58999633789062,56.81755065917969,16.774065017700195,9.846513748168945,9.325163841247559,18.377628326416016,24.48959732055664
2010-03-29,108.75,56.60039138793945,17.100093841552734,9.8588228225708,9.353541374206543,18.46323013305664,24.750625610351562
2010-03-30,107.97000122070312,56.77919006347656,17.12700653076172,9.79727840423584,9.394084930419922,18.496156692504883,24.750625610351562
2010-03-31,108.94999694824219,57.168853759765625,17.20477867126465,9.815741539001465,9.365706443786621,18.390798568725586,24.666170120239258
2010-04-01,110.26000213623047,57.029144287109375,17.50987434387207,9.895747184753418,9.3494873046875,18.50931739807129,24.804357528686523
2010-04-05,110.88999938964844,56.08022689819336,17.82094955444336,9.994210243225098,9.45895767211914,18.50931739807129,24.73526382446289
2010-04-06,111.02999877929688,56.169952392578125,17.82094955444336,10.098831176757812,9.467061996459961,18.45006561279297,24.719911575317383
2010-04-07,112.48999786376953,56.8880615234375,17.644474029541016,10.061905860900879,9.430580139160156,18.3315372467041,24.612436294555664
2010-04-08,112.6500015258789,56.9137077331543,17.707279205322266,10.1419095993042,9.446795463562012,18.364459991455078,24.520315170288086
2010-04-09,113.63999938964844,57.048336029052734,17.895723342895508,10.178833961486816,9.519769668579102,18.46323013305664,24.62778663635254
2010-04-12,113.01000213623047,57.34972381591797,17.937593460083008,10.221911430358887,9.540046691894531,18.522493362426758,24.558692932128906
2010-04-13,112.69000244140625,57.53561019897461,17.874786376953125,10.228067398071289,9.568426132202148,18.46323013305664,24.58172035217285
2010-04-14,113.02999877929688,57.13166809082031,18.045278549194336,10.492691040039062,9.706277847290039,18.48956871032715,24.497272491455078
2010-04-15,113.6500015258789,57.19584274291992,18.042285919189453,10.449614524841309,9.750877380371094,18.456647872924805,24.42818832397461
2010-04-16,111.23999786376953,57.61254119873047,17.737194061279297,10.068056106567383,9.621133804321289,18.377628326416016,24.282318115234375
2010-04-19,111.1500015258789,57.47151565551758,17.76112937927246,10.166524887084961,9.641406059265137,18.45006561279297,24.481924057006836
2010-04-20,111.45999908447266,57.67665100097656,18.108091354370117,10.301918029785156,9.694112777709961,18.50273323059082,24.535659790039062
