,GLD,TLT,XLE,XLF,XLK,XLP,XLV
2011-01-04,0.14836904468708878,0.3312188868183252,0.02514920511374836,0.024311000895518065,0.10068105379833121,0.2149140430069422,0.15535676568004617
2011-02-03,0.14731447279991283,0.3231302039164717,0.02867093435835844,0.027897932372466013,0.10489286877109015,0.20589809306418713,0.1621954947175137
2011-03-07,0.1651485693539057,0.30662587237944494,0.03750323517416213,0.025752570455413865,0.103021261816164,0.20184403021671798,0.16010446060419126
2011-04-05,0.17037527594129748,0.31177768003424094,0.03721027139230281,0.024724805422036398,0.09596481776627015,0.20060175934413133,0.15934539009972087
2011-05-05,0.17192696594128937,0.308362571704824,0.032050434413433276,0.03543155231215526,0.09832766774825909,0.1976610563161652,0.15623975156387387
2011-06-06,0.15623434741892495,0.29026802630630805,0.044645423268604524,0.048373479680062066,0.10624277707106965,0.19701221984467882,0.1572237264103519
2011-07-06,0.1549189919792427,0.28890688814413695,0.0429755003966443,0.05701825730296073,0.11386039333944264,0.19063241969893735,0.15168754913863525
2011-08-04,0.16912630365842463,0.269545827182499,0.04224518498268698,0.06965893750445278,0.11094163679367912,0.18883754907053832,0.14964456080771923
2011-09-02,0.19890966657443432,0.28775620840966387,0.012086507271667385,0.047700013143259876,0.10311022098419567,0.19840065860637887,0.15203672501039997
2011-10-04,0.17635935202760394,0.3092994061009399,0.0025130485110897304,0.04311531835352784,0.11878043462826902,0.19826004298956995,0.15167239738899957
2011-11-02,0.17438600088162065,0.31542033226803745,0.0016798815486901175,0.03414874864217528,0.11128810768997223,0.2075712349185494,0.15550569405095488
2011-12-02,0.16650511388636663,0.3371033603878581,0.004944497700679145,0.030349225531288177,0.10241014035182289,0.21192543808364075,0.14676222405834422
2012-01-04,0.15695614475951175,0.3516489471608037,0.008785479616532244,0.028060988335226154,0.09844126826715982,0.20937304537159301,0.1467341264891733
2012-02-03,0.15655395400975264,0.351589188204449,0.008297354971639127,0.026735933664028894,0.09972033505559573,0.2112789792757098,0.14582425481882486
2012-03-06,0.14686842447770576,0.35402500009322313,0.0059011487053899315,0.032542652449098076,0.10229468034728292,0.21639988319978698,0.14196821072751323
2012-04-04,0.141942635057827,0.34860989623812894,-6.201529767622602e-05,0.03082861058273473,0.11042500621166251,0.22169005911390904,0.14656580809341407
2012-05-04,0.14059700580598705,0.3510219637364691,0.003811352212234224,0.03089594289558828,0.10129064886998639,0.22104350071852055,0.15133958576121448
2012-06-05,0.13708875810115917,0.3494503635991972,0.0026670519500737308,0.03256104405101136,0.10087455962272457,0.22792673548842482,0.1494314871874092
2012-07-05,0.13287734400361706,0.3526824030663748,0.004580160204089912,0.031230164794233843,0.09800466099004065,0.22814906095506207,0.15247620598658163
2012-08-03,0.12163473874902819,0.36298608081670475,0.005646060535310658,0.030452432314980415,0.10497310162973997,0.22540444525761816,0.14890314069661792
